주소,본문
http://v.media.daum.net/v/20210908152258775," 
         
          물류 서비스 '품고'를 운영하는 신생기업(스타트업) 두손컴퍼니는 8일 216억 원의 신규 투자를 받았다고 밝혔다. 이번 투자에는 IMM인베스트먼트, 산업은행, 퓨처플레이, 네이버 등이 참여했다. 이로써 이 업체는 누적으로 320억 원을 투자 받았다.
          특히 네이버가 이번 투자에 참여해 눈길을 끌고 있다. 네이버는 쇼핑 분야를 강화하면서 유통 및 배송을 담당할 물류업체에 적극 관심을 보이고 있다. 쇼핑을 강화하려면 빠른 배송 시스템을 갖춰야 경쟁력을 높일 수 있기 때문이다. 이미 네이버는 지난해 10월 CJ대한통운과 3,000억 원 규모의 지분을 교환해 CJ대한통운의 3대 주주가 될 정도로 물류 분화를 강화하고 있다.
          이번 네이버의 두손컴퍼니 투자도 쿠팡 등과 경쟁하기 위한 쇼핑 강화 차원이라고 볼 수 있다. 2015년 물류 서비스를 시작한 두손컴퍼니는 온라인으로 각종 제품을 판매하는 업체들에게 품고라는 배송 서비스를 제공했다.
          특히 이 업체는 국제배송업체 페덱스의 단독 국내 협력사로 선정돼 해외 배송을 위탁받으면 페덱스 운임을 깎아주고, 화장품 업체들의 견본품 발송 비용을 할인해주는 등 독특한 서비스를 선보여 200개 이상의 고객사를 확보했다. 덕분에 동대문 의류업체나 소규모 온라인 판매업체들이 품고를 주로 이용했다.
          
           
           
            두손컴퍼니가 운영하는 경기 용인 물류센터의 네이버 스마트스토어 FC. 두손컴퍼니 제공
           
          
          그래서 네이버는 이 업체와 협력을 늘리고 있다. 이 업체는 지난 7월 네이버가 만든 '네이버 물류협력체'(NFA)의 구성업체로 참여다. NFA 참여를 계기로 이 업체는 아예 경기 용인 물류센터에 네이버의 스마트스토어에서 제품을 판매하는 업체들을 위한 전용 물류공간 '네이버 스마트스토어 FC'를 만들었다.
          따라서 소규모 상거래 업체들의 소량 배송부터 대규모 거래 물량 발송까지 확보하려는 네이버 입장에서는 두손컴퍼니의 품고가 매력적일 수 있다. 이번 투자에 참여한 IMM인베스트먼트는 ""품고가 소규모 업체를 대상으로 한 물류 서비스 설계에 강점을 갖고 있어서 성장 가능성이 높다""고 평가했다.
          이 업체는 요즘 기업들이 주력하는 환경보호와 사회적책임, 건전한 지배구조(ESG)를 추구하기 위해 직원의 30%를 취약계층 중에 뽑고 있다. 회사 성장에 맞춰 더 많은 취약계층에게 일자리를 제공하겠다는 목표다. 박찬재 두손컴퍼니 대표는 ""세계 5위 수준의 한국 전자상거래 시장에서 혁신을 만들어 세계로 나아가겠다""며 ""이번 투자를 통해 인공지능(AI) 기술 개발과 인재 양성에 집중하겠다""고 밝혔다.
          최연진 IT전문기자 wolfpack@hankookilbo.com
          
         
        "
http://v.media.daum.net/v/20210908112303115," 
         
          
           
           
            애플이 14일 미국 캘리포니아주 애플 파크에서 '애플 스페셜 이벤트'를 생중계한다는 초대장을 발송했다. 애플 제공
           
          
          애플의 신형 스마트폰 '아이폰13'이 14일 공개될 전망이다. 
          애플은 8일 미디어 초대장을 발송하고, 14일 오전 10시(현지시간) 미국 캘리포니아 애플 파크에서 '애플 스페셜 이벤트'를 연다고 밝혔다. 행사는 애플 홈페이지에서 온라인으로 생중계된다. 애플은 코로나19 확산에 따라 지난해부터 신제품 공개행사를 온라인으로 진행하고 있다. 
          외신과 업계에 따르면 이날 공개될 신형 아이폰은 아이폰13, 아이폰13 미니, 아이폰13 프로, 아이폰13 프로맥스 등 4종으로 구성된다. 전작인 아이폰12와 전반적인 디자인은 크게 다르지 않지만, 화면 상단의 노치(M자 모양으로 움푹하게 팬 부분)가 작아질 것이라는 전망이 나온다. 또 아이폰13은 전작보다 배터리 용량이 커지면서 저장 공간도 최대 1테라바이트(TB)로 확대될 것으로 보인다.
          카메라 기능도 개선된다. 애플 전문가로 알려진 궈밍치 TF 인터내셔널증권 연구원에 따르면, 아이폰13 프로 시리즈에는 자동 초점 기능이 포함된 초광각 카메라가 적용된다. 또 인공지능(AI) 기반 사진필터 기능과 전문가용 동영상 편집기능인 프로레스(ProRes) 기능이 추가되고 아웃포커스를 강조한 인물사진 모드를 동영상에도 적용할 것으로 알려졌다.
          위성통신 기능을 담을 수 있다는 소식도 관심을 모은다. 이는 저궤도(LEO) 위성통신 기술을 활용, 긴급상황에 처했을 때 위성통신 기능으로 문자메시지 등을 보낼 수 있는 기능이다. 다만 블룸버그통신은 해당 기술이 적어도 내년에 나올 아이폰 시리즈에 적용될 것으로 내다봤다.
          이날 아이폰13과 함께 애플워치7과 에어팟 3세대 공개도 예상된다. 애플워치7은 모서리가 평평해지고 디스플레이 크기도 41mm와 45mm로 전작보다 커질 것으로 전망된다. 에어팟 3세대는 디자인은 에어팟 프로와 비슷하면서 액티브 노이즈 캔슬링 기능은 지원하지 않는다.
          월가와 외신에서는 벌써부터 아이폰13이 전작에 이어 역대급 흥행을 거둘 것으로 전망하고 있다. 지난해 애플이 선보인 첫 번째 5세대(5G) 스마트폰인 아이폰12는 출시 9개월 만에 전 세계에서 1억 대 이상 판매되는 성적을 거뒀다. 이번 모델 역시 아이폰 충성 고객을 바탕으로 흥행을 이어나갈 것이란 분석이다. 이미 애플은 아이폰을 생산하는 중국 폭스콘에 1억 개 이상의 부품을 주문한 것으로 알려졌다. 일반적으로 애플은 하반기 신제품 출시를 앞두고 8,000만 개의 부품을 주문해왔다. 
          아이폰13 시리즈 공식 출시는 24일로 예상된다. 1차 출시국이 아닌 국내 출시 일정은 아직 알려지지 않았다.
          
          
         
        "
http://v.media.daum.net/v/20210902193035016," 
         
          
           
           
            국내 제약·바이오 업계가 인공지능(AI) 기술을 활용해 후보물질을 탐색하고 있다. 게티이미지뱅크
           
          
          코로나19 백신과 치료제 개발에 전 세계가 열을 올리는 가운데 국내 제약·바이오기업들도 인공지능(AI) 기술을 접목해 후보물질을 탐색하고 있다. 아직은 빅데이터를 활용한 초기 단계이지만 신약 개발 과정 중 가장 오래 걸리고 실패율이 높은 후보물질 탐색 단계의 효율을 끌어올리면 시간은 5분의 1로, 비용은 절반으로 줄일 수 있다는 점에서 긍정적인 신호로 평가된다.
          2일 제약·바이오 업계에 따르면, JW중외제약이 AI기술로 후보물질을 발굴한 아토피 피부염 치료제는 올해 하반기 글로벌 임상 2상 진입을 앞두고 있다. JW중외제약의 자회사인 C&C신약연구소는 AI기반 빅데이터 플랫폼인 '클로버'로 암세포 데이터베이스(DB)와 조직DB, 유전자DB, 화학DB 등을 구축해 화합물과 약효 예측 등 방대한 자료를 질환 특성에 맞는 후보물질을 탐색하는 데 활용하고 있다. 클로버를 통해 발굴한 아토피 피부염 치료제 JW1601DL은 2019년 전 임상 단계에서 피부질환 글로벌 기업인 덴마크의 레오파마에 기술수출됐다. 4억200만 달러(약 4,600억 원)에 이르는 수출 성과다.
          정밀의학 분야에서 빅데이터 기술 적용 사례가 늘어나는 건 초기 단계의 시간과 비용을 크게 줄일 수 있어서다. 한국제약바이오협회에 따르면 1년간 200~300건의 연구자료를 분석할 수 있는 연구원 1명이 신약 후보물질을 찾는 데에는 평균 1~5년이 걸린다. 반면 AI는 같은 기간 논문 100만 건을 동시에 분석하고 임상데이터 400만 건을 처리할 수 있어 새로운 약물의 설계부터 합성, 검증까지 50일 이내에 완료가 가능하다. 이 같은 과정이 약 1조2,000억 원의 개발비용을 6,000억 원대로 낮추는 것으로 추산된다. 최적의 임상 디자인과 전 임상 시험 데이터 분석을 통해 임상시험 결과를 예측할 수 있는 AI의 장점 덕분이다.
          
           
           
            경기 성남시 판교테크노밸리의 SK바이오팜 연구소에서 연구원들이 신약개발을 위한 실험을 진행하고 있다. SK바이오팜 제공
           
          
          SK바이오팜도 AI기반 신약 개발 플랫폼을 구축해 혁신 신약 후보물질 연구개발(R&D)에 적용하고 있다. 2018년 SK C&C와 협업해 개발한 이 플랫폼은 △화합물의 특성과 약효, 안정성 등 분석 △선별작업과 모의실험을 통해 유효 화합물 디자인을 제시하는 약물 설계 △질병의 작용과 유전적 특성, 의료기록 같은 빅데이터 분석의 세 가지 포털로 구성됐다. SK바이오팜 관계자는 ""단순히 약물의 특성 예측을 넘어 물질 특허가 가능한 새로운 화합물까지 설계할 수 있어 신약 후보물질 발굴에 소요되는 시간과 비용을 획기적으로 줄일 것으로 기대한다""고 밝혔다.
          
          
         
        "
http://v.media.daum.net/v/20210908174024980," 
         
          
           
           
            구현모(오른쪽 네 번째) KT 대표와 조용병(왼쪽 네 번째) 신한금융 회장이 8일 서울 중구 신한은행 본점에서 미래금융 DX 사업 협력을 위한 MOU를 체결한 뒤 양사 임원들과 함께 기념 촬영하고 있다. KT 제공
           
          
          신한금융과 KT가 데이터 및 인공지능(AI) 역량을 한데 모아 새로운 형태의 서비스를 개발하기로 했다. 양사 협력으로 소상공인들의 대출이 더욱 쉬워지고, 고객들은 보다 다양한 콘텐츠를 즐길 수 있게 될 전망이다.
          신한금융과 KT는 8일 서울 중구 신한금융 본사에서 디지털 신사업 및 플랫폼 역량 강화를 위한 업무협약(MOU)을 체결했다고 밝혔다.
          양사는 디지털 금융 모델을 공동으로 개발하기로 했다. 금융과 통신이라는 이종산업 간 데이터 협력을 통해 혁신적인 상품과 서비스를 출시하는 게 목표다. 
          서비스 제휴도 늘어난다. 연내 KT 올레tv에는 신한라이프의 AI 기반 홈트레이닝 서비스 '하우핏' 콘텐츠를 정식 서비스하기로 했다. 양사 협력으로 고객들이 보다 큰 TV 화면을 통해 가정에서 손쉽게 홈트레이닝 서비스를 활용할 수 있게 되는 셈이다. 이 밖에도 양사는 메타버스나 교육, 반려동물 등 비금융 플랫폼 사업 영역에서도 다양한 방식의 협력을 검토할 예정이다. 
          조용병 신한금융 회장은 ""양사 만남은 고객들에게 혁신의 경험을 제공할 것""이라며 ""미래금융의 새로운 모델을 제시하고 사회의 더 큰 가치를 창출하는 데 이바지하겠다""고 말했다. 
          
          
         
        "
http://v.media.daum.net/v/20210908112259108," 
         
          
           
           
            대구시교육청 전경.
           
          
          대구지역 모든 학교 교실에 2025년까지 무선인터넷 사용할 수 있게 된다
          2025년이 되면 대구지역 모든 초ㆍ중ㆍ고 및 특수학교의 교실에서 초고속 무선인터넷을 사용할 수 있게 된다. 또 학생 1인당 1대꼴로 태블릿PC등 스마트기기가 보급된다. 신종 코로나바이러스 감염증(코로나19) 확산 등으로 원격수업이 일반화하고, 온ㆍ오프라인 연계교육 등 교실수업 방식이 다양해진 데 따른 조치다.
          대구시교육청은 2025년까지 기가급 무선망을 모든 교실로 확대 설치키로 했다. 지난해까지 전체교실의 75%인 1만7,584실을 완료했고, 올 연말까지 40억원을 들여 2,676실에도 구축할 계획이다. 남은 3,275실은 교실 내 석면제거 공사 일정에 맞춰 2025년까지 완료할 예정이다.
          이번 무선망 구축으로 인공지능이나 소프트웨어교육, 디지털교과서, 온라인 협업학습 등 에듀테크를 적재적소에 활용할 수 있는 미래교육 환경을 조성하게 된다.
          구축된 무선망을 기반으로 최신 에듀테크 활용 교육을 지원하기 위해 올해 약 100억원의 예산으로 2만1,918대의 스마트기기를 추가 보급한다.
          대구시교육청은 2016년부터 지난해까지 9만424대(44%)의 스마트기기를 보급했다. 올해 2만1,918대, 내년부터 2025년까지 9만464대 등 총 20만2,806대를 보급, 1학생 1스마트기기 보급을 완료할 계획이다. 이렇게 보급한 스마트기기는 필요할 때마다 학생들에게 대여ㆍ반납하는 방식으로 활용된다. 집에 PC가 없는 학생을 위해 방학이나 주말에도 대여하는 경우도 있다.
          시교육청은 대구교육통합전산센터 내 무선통합관리시스템을 운영, 무선망 장비의 각종 장애 및 불편사항을 일괄 처리하고 있다.
          강은희 교육감은 “올해에 이어 내년에도 교실 무선망 고도화 및 스마트기기 보급 사업을 연속적으로 추진하여 원격수업을 넘어 블렌디드 러닝 수업 및 에듀테크 활용 수업이 더욱 활성화 되도록 하겠다”고 했다.
          
          
         
        "
http://v.media.daum.net/v/20210903111454453," 
         
          
           
          
          연세대학교는 2022학년도 모집인원 총 3,431 명 중 수시모집으로 1,954명을 선발한다. 학생부교과전형 523명, 학생부종합전형 923명, 논술전형 346명, 특기자전형 162명, 정원외전형이 123명이다.
          올해 학생부교과전형이 신설됐으며 학생부종합전형의 기회균형은 기회균형Ⅰ과 기회균형Ⅱ로 분리해 뽑는다. 
          또한 약학대학 약학과(6년제)가 학부 선발 방식으로 변경됐고 인공지능융합대학 인공지능학과가 신설돼 신입생을 선발한다. 
          학생부교과전형(추천형)은 기존의 학생부종합전형(면접형)에서 개편된 전형으로, 소속 학교장의 추천을 받은 국내 고교 3학년 재학생(학교별 3학년 재학생 수의 5%)만 지원할 수 있다. 면접 대상은 5배수로 확대했다. 
          학생부종합전형(활동우수형)은 국내외 고교 졸업(예정)자 또는 고교 졸업 이상의 학력이 있다고 인정된 자 모두 지원이 가능하다. 활동우수형은 올해 최저학력기준을 신설했다. 면접평가는 제시문을 바탕으로 대학 수학에 필요한 기본 학업역량을 평가한다. 
          국제형은 해외고/검정고시 지원자격과 국내고 지원자격을 구분해 선발하며, 이 중 국내고 지원자격에 최저학력기준이 신설됐다. 
          논술전형은 전년대비 9.9% 감소한 346명을 논술성적 100%로 선발한다. 특기자전형은 국제인재 124명, 체육인재 38명을 선발한다. 고른기회전형은 수시모집에서 연세한마음학생전형43명, 농어촌학생전형 40명을 각각 선발한다. 
          시스템반도체공학과는 삼성전자와의 협약에 의한 계약학과이며 올해로 2년차 신입생을 선발한다. 정원외전형으로 총 50명(수시 40명, 정시 10명)을 선발한다. 
          
         
        "
http://v.media.daum.net/v/20210903110000625," 
         
          
           
           
            황유섭 입학처장
           
          
          서울시립대학교는 수시모집에서 논술전형(77명), 지역균형선발전형(198명), 학생부종합전형(449명), 고른기회전형(143명), 사회공헌·통합전형(34명), 실기전형(37명), 정원외특별전형(102명)으로 전체 모집인원(1,846명)의 56%에 달하는 1,040명을 선발한다.
          전년도 대비 변동사항은 ▲인문계열 논술전형 폐지 ▲학생부종합전형 모집인원 감소 ▲정시모집으로만 선발했던 인공지능학과와 융합응용화학과를 수시모집까지 확대 ▲학생부종합전형 지원자격 확대 ▲학생부교과전형 폐지 및 지역균형선발전형(학교장추천제) 도입 등이다.
          먼저 논술전형은 자연계열 논술만 실시한다. 수리논술 총 4문항이 출제되고 논술 성적(70%)과 학생부 교과 성적(30%)을 합산해 선발하며 수능최저학력기준은 없다. 
          지역균형선발전형은 학생부교과전형이 폐지되면서 신설되었다. 학교장추천제로 진행되며, 학생부 교과성적을 100% 반영한다. 전 학년 전 교과의 석차 등급을 반영한다. 인문계열은 국어, 영어, 수학, 사회 교과를 70%, 자연계열은 국어, 영어, 수학, 과학 교과를 70% 반영한다. 그 외 교과 과목은 30% 반영한다. 수능최저학력기준은 인문계열은 국어, 수학, 영어, 탐구(사회 또는 과학), 자연계열은 국어, 수학, 영어, 탐구(과학) 중 3개 영역 등급합이 7이내여야 한다.
          626명(고른기회전형, 사회공헌·통합전형 포함)을 모집하는 학생부종합전형은 1단계에서 서류평가(100%)로 2~4배수를 선발하고. 2단계에서는 서류평가 성적(60%)과 면접평가 성적(40%)을 합해 합격자를 선발한다. 
          학생부종합전형을 준비하는 지원자라면 지원하고자 하는 모집단위(학부·과)의 인재상을 반드시 분석해야 한다. 모집단위별(학부·과) 인재상은 입학처 홈페이지나 2022학년도 수시모집 입시안내 책자를 통해 확인할 수 있다. 원서는 10일부터 13일까지 인터넷으로만 접수한다.
          
         
        "
http://v.media.daum.net/v/20210825173815118," 
         
          
           
           
            국내 최초로 AI가 쓴 장편소설 '지금부터의 세계'를 기획한 김태연씨가 25일 오후 서울 마포구 디어라이프에서 열린 기자간담회에서 질문에 답하고 있다. 연합뉴스
           
          
          국내 최초로 인공지능(AI)이 쓴 장편소설이라고 내세운 책이 출간됐다.
          파람북 출판사는 25일 국내 최초 AI 장편소설인 ‘지금부터의 세계’ 출간 기념 기자 간담회를 가졌다. 국내에서 AI가 쓴 소설이 단행본으로 출간되는 것은 처음 있는 일이다. '지금부터의 세계' 기획자이자 개발자인 김태연씨가 AI소설에 대해 설명하는 시간으로 이뤄진 이번 간담회에는 ‘낯선’ 소설의 이해를 돕기 위한 칠판까지 등장했다. AI가 쓰는 소설을 '감독'했다는 뜻에서 본인을 '소설 감독'이라고 소개한 김씨는 “나 스스로 반복노동을 싫어해서, 소설가는 구상만 하고 단순작업은 AI한테 맡겨보자는 생각에서 출발한 기획”이라고 말했다.
          AI의 소설 창작은 이미 도래한 일이다. 2016년 일본에서는 AI가 쓴 SF 단편소설이 문학상 심사를 통과했고, 같은 해 미국에서는 AI가 9분짜리 SF단편영화의 시나리오를 쓰기도 했다. 국내에서도 2018년 KT가 ‘인공지능소설공모전’을 개최하기도 했다. 출판사는 그러나 “앞서 알려진 AI소설은 대부분 초단편에 불과했다”며 “‘지금부터의 세계’는 세계 최고 수준에 도달한 AI소설”이라고 강조했다.
          AI 소설 창작은 AI가 기존 작품에서 수많은 문장을 학습하도록 한 뒤, 배경이나 인물 등 소설의 뼈대와 도입 문장을 인간이 설정하면 AI가 이를 이어서 써 나가는 방식으로 이뤄진다. ‘지금부터의 세계’ 역시 김씨가 주제와 소재, 배경과 캐릭터 설정, 자료 조사 등을 도맡았고 ‘비람풍’이 이후의 집필을 맡았다. 소설의 내용은 다섯 명의 주인공이 각자의 자리에서 존재의 비밀을 탐구한다는 이야기다. 
          
           
           
            25일 오후 서울 마포구 디어라이프에서 인공지능(AI)이 쓴 장편소설 '지금부터의 세계' 출간 기자간담회가 진행되고 있다. 연합뉴스
           
          
          김씨는 AI 스타트업 ‘다품다’ 대표로서 해당 프로젝트 전체를 기획했다. 연세대에서 신소재공학을 전공했고 한국개발연구원(KDI)에 근무한 이력이 있으며 ‘기형도를 잃고 나는 쓰네’, ‘이로써 영원히 계속 되리’등의 소설을 쓴 작가이기도 하다. 김씨는 “2015년 AI소설 스타트업 ‘다품다’를 출범했으며 이후 자연어처리(NLP)스타트업 ‘나매쓰’와 협업하며 기술적 진보를 거듭했다”고 설명했다.
          그러나 창작에 사용된 기술에 대해서는 “영업 비밀”이라며 구체적으로 설명하기를 꺼렸다. ‘함수적 최적화’라는, 직접 개발한 새로운 원리를 적용하긴 했으나 프로그램의 설계원리인 소스코드는 밝힐 수 없다고 말했다. 자문을 받았다는 서울대 수학과 교수들의 실명이나 투자 금액에 대해서도 함구했다.
          김씨는 “AI작가는 아직까진 ‘대필 작가’에 가깝지만, 놀라운 것은 대필작가의 수준이 때로는 의뢰인을 아연실색하게 할 정도”라며 “AI가 복잡한 소설을 구상할 능력 자체는 없지만, 복잡성을 구현하기 위한 세부 작업의 번거로움을 혁신적으로 줄여 줄 수 있다”고 말했다.
          
          
         
        "
http://v.media.daum.net/v/20210518112837789," 
         
          
           
           
            국립 금오공대 본관 전경. 한국일보 자료사진
           
          
          경북 구미의 국립 금오공대학교가 인공지능공학과를 신설로 4차 산업혁명을 이끌 첨단 분야 인재 양성에 나섰다.
          18일 금오공대에 따르면 지난해 12월 교육부가 첨단 분야 인력 확보를 위해 발표한 첨단 분야 대학 학생정원 조정계획에 발맞춰 ‘인공지능공학과’를 신설했다.
          2022학년도부터 30명 정원의 학생을 선발, 인공지능공학과 1학년은 인공지능(AI) 교과목 이수를 위해 필요한 다양한 기초 과학 및 소프트웨어(SW) 전공 분야의 교과목을 이수한다.
          2학년은 SW 핵심 교과목 및 AI 프로젝트 기획 및 구현을 위한 프로젝트수업(PBL) 기초 과목을 배우게 된다.
          3·4학년은 AI 심화 교과목 및 고급 융합 분야 실전 문제 해결을 위한 현장형 교과목으로 구성된 교육과정을 이수하도록 해 인공지능 관련 전문 인력을 체계적으로 육성할 예정이다.
          AI 및 빅데이터 등 4차 산업혁명 기술에 대한 지역의 인력 수요가 꾸준히 증가하고 있는 가운데 지역 산업체와 연계한 현장 중심의 연구개발(R&D) 교육도 활성화할 계획이다.
          금오공대는 수리·논리적 사고, 통계적 지식 능력을 갖춘 빅데이터 분석가 양성을 위해 기존 응용수학과는 ‘수리빅데이터학과’로 변경했다.
          응용화학과는 ‘화학생명과학과’로 변경해 지역 전통산업인 전기·전자 외에 바이오산업 인재를 육성하고, 지역산업의 체질 개선을 선도할 계획이다.
          이상철 금오공대 총장은 “현재 인공지능 전문 관련 학과를 지역에서 찾아보기 어려운 상황에서 내년에 신설될 금오공대 인공지능공학과가 향후 AI 산업을 이끌 대표 학과가 될 것으로 기대한다”고 말했다.
          
          
         
        "
http://v.media.daum.net/v/20210831102757203," 
         
          
           
           
            호남대 전경
           
          
          호남대는 4차산업혁명시대의 핵심기술을 리드하는 인공지능(AI) 전문가 양성을 위해 AI 빅데이터학과를 신설했다고 31일 밝혔다. 호남대는 이에 따라 2022학년도 해당 학과 신입생 25명을 선발할 계획이다. AI 빅데이터학과는 과학기술정보통신부와 광주시의 AI 융합대학 지원사업이 하나로, 호남대가 주력 학과로 양성하기 위해 설립한 학과다. 
          4차산업혁명시대의 핵심 기술인 인공지능과 빅데이터에 두루 능한 창의적 융복합 소양의 전문가 양성을 교육목표로 삼고 이론부터 실습 및 산업현장 중심의 교육과정을 운영한다. 특히 인공지능과 빅데이터 기술을 집중한 전문교육과 인문학, 경영학 등과 연계한 융합 교육과정을 통해 인공지능 시대에 주도적 인재를 양성할 신기술 중심의 교육과정 등이 편성된다. 
          
          
         
        "
http://v.media.daum.net/v/20210908043003582," 
         
          
           
           
            2보
           
          
          
           
           
            3도
           
          
          
           
           
            4도
           
          
          큰 승부에 명국 없다는 바둑 격언이 있다. 승부의 무게감이 커질수록 심리적 압박이 작용해, 좋은 내용을 보여주기 어렵다는 뜻이다. 실제로 심리적 요소가 거의 전부에 가까운 멘털 스포츠이기 때문에 이것을 컨트롤하는 일은 굉장히 중요하다. 이창호 9단 같은 경우 프로 초년생 시절 굉장히 긴장을 많이 했는데, 이것을 극복하기 위해 ‘근육이 반응해서 둘’ 정도로 공부량을 늘렸다. 긴장감과 중압감을 해소시켜주는 최고의 무기는 실력에서 나오는 자신감이라 할 수 있다.
          변상일 9단은 백1, 3을 선수한 후 백7로 우변 삭감에 나선다. 유연한 착상이지만 조금 더 타이트하게 둘 수 있었던 장면이다. 3도 백1, 3으로 한발 더 삭감한 후 백5에 두는 것이 추후 A의 붙임을 노릴 수 있는 좋은 수법이었다. 실전 변상일 9단의 선택은 백9, 11의 대 세력 작전. 백7을 백11과의 연결선상으로 생각한 착상으로 보인다. 신진서 9단은 흑14로 삭감하는 수를 선택. 이것 역시 정확한 판단이었다. 쌍방 굉장히 큰 모양바둑을 그리고 있는데, 인공지능 그래프는 집 차이를 ‘0’으로 나타낸다. 두 기사가 얼마나 용호상박을 이루고 있는지 알 수 있는 대목. 흑30으로 신진서 9단이 중앙을 갈라오자 변상일 9단은 백35로 끊는 승부수를 던졌다. 그러나 이 수는 사실 4도 백1로 늦추는 것이 정수.
          정두호 프로 3단
          
         
        "
http://v.media.daum.net/v/20210908101726987," 
         
          
           
          
          “더 멀리! 더 정확하게!”
          골프스윙 연습기에도 인공지능(AI) 접목의 바람이 불고 있다.
          아이디어링크(대표 김종민)가 개발한 스마트골프클럽(SmartGolf Club)은 최근 AI 기반의 골프스윙 연습기를 통해 불완전한 스윙으로 고민하는 골퍼들의 관심을 끌고 있다. 이 제품의 장점은 여러 가지가 있다.
          먼저, 정확한 스윙 연습이 가능하다. 기존 연습기는 아무렇게나 휘둘러도 구별이 안 되기 때문에 오히려 스윙 폼이 망가질 가능성이 있었다. 하지만 스마트골프클럽은 정확한 스윙 판정과 유도로 스윙 개선 및 골프 실력 향상을 가져다준다.
          둘째, AI가 코칭한다. 스윙 후 각종 데이터를 트랙맨 95% 정도의 정확도로 표시하며 세계 최초로 스윙을 AI로 판정한다.
          셋째, 스마트골프클럽은 자신의 독특한 스윙 그대로 원격에서도 재현되기 때문에 상대방과 현실감 있는 실시간 원격대전이 가능하다. 이에 반해유사한 제품들은 스윙 후 임의의 애니메이션을 동작시키는 것이므로 사용자의 스윙폼과 아무런 관계가 없다.
          
         
        "
http://v.media.daum.net/v/20210908013012310," 
         
          
           
          
          중국산 안마의자가 95% 이상 차지하는 국내 안마의자 시장에 태주인터내셔널이 세계 최초로 안마의자를 개발·생산해 온 약 70년 전통의 일본 후지의료기의 5세대 인공지능(AI) 안마의자인 ‘JP-2000’을 수입 판매해 소비자들에게 어필하고 있다.
          전통적인 정교한 85종류의 안마기법이 내장된 이 제품은 5D-AI 기술로 가장 사람의 손과 유사한 마사지를 한다. 5D는 AI 기술과 융합돼 각 부분의 세밀한 압력을 제어하는 새로운 차원의 후지의료기만의 기술이다. 
          또한 미니멀라이즈와 경량화를 실현해 겉보기에는 작고 수려한 디자인을 연출한다. 하지만 JP-2000에 앉는 순간 놀라운 착좌감과 전신을 부드럽게 감싸는 에어백들은 시각적으로 작아보였던 선입견을 한 번에 날려버린다. 한마디로 어떤 제품보다 넓은 안마의 면적을 제공한다. 
          JP-2000은 현재 신세계 강남점, 하남점 등 전국 7개 백화점과 각 지역의 로드샵에서 체험할 수 있다.
          
         
        "
